TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod,TotalAmount
T03660,2025-05-12,C042,P042,S004,5,0.0,Cash,2268.1
T03661,2024-07-21,C133,P042,S001,3,0.15,Cash,1156.73
T03662,2024-06-08,C038,P029,S005,1,0.0,Bank Transfer,1485.05
T03663,2024-06-15,C181,P050,S001,4,0.0,Credit Card,4178.56
T03664,2024-07-31,C131,P032,S001,4,0.15,Cash,1036.01
T03665,2025-05-26,C064,P023,S001,4,0.05,Bank Transfer,7138.19
T03666,2023-10-05,C021,P038,S001,3,0.1,Bank Transfer,990.71
T03667,2023-10-01,C126,P042,S003,2,0.15,Credit Card,771.15
T03668,2025-05-18,C030,P015,S002,1,0.0,Mobile Money,270.45
T03669,2024-02-12,C047,P046,S003,5,0.1,Mobile Money,5244.16
T03670,2025-01-07,C110,P028,S004,5,0.1,Mobile Money,3032.01
T03671,2025-08-15,C008,P048,S002,1,0.0,Bank Transfer,1216.36
T03672,2024-09-26,C051,P035,S002,5,0.15,Credit Card,6640.33
T03673,2025-06-21,C113,P022,S003,4,0.15,Mobile Money,86.94
T03674,2025-05-21,C039,P026,S001,3,0.0,Credit Card,3047.28
T03675,2024-11-22,C036,P003,S004,1,0.0,Cash,337.63
T03676,2024-08-13,C069,P039,S004,4,0.15,Cash,1839.2
T03677,2024-10-30,C080,P032,S003,5,0.0,Cash,1523.55
T03678,2024-03-15,C030,P014,S001,4,0.15,Mobile Money,4565.35
T03679,2025-03-02,C032,P029,S003,1,0.0,Bank Transfer,1485.05
T03680,2023-12-01,C150,P018,S002,5,0.0,Bank Transfer,5399.45
T03681,2025-04-14,C147,P029,S001,3,0.05,Cash,4232.39
T03682,2024-08-21,C082,P025,S002,1,0.1,Cash,386.24
T03683,2024-10-27,C151,P015,S003,5,0.15,Mobile Money,1149.41
T03684,2025-04-21,C156,P048,S005,4,0.05,Cash,4622.17
T03685,2025-07-06,C051,P028,S004,5,0.15,Cash,2863.56
T03686,2025-06-20,C107,P048,S004,5,0.1,Cash,5473.62
T03687,2024-03-11,C106,P016,S004,1,0.05,Credit Card,1765.81
T03688,2023-09-27,C125,P036,S003,1,0.15,Mobile Money,1276.24
T03689,2025-06-16,C147,P013,S003,2,0.05,Credit Card,2156.12
T03690,2025-06-23,C196,P045,S003,4,0.05,Credit Card,7140.5
T03691,2025-02-01,C189,P019,S005,5,0.1,Cash,7933.14
T03692,2025-01-15,C157,P003,S004,1,0.0,Bank Transfer,337.63
T03693,2024-10-11,C043,P028,S004,2,0.0,Credit Card,1347.56
T03694,2025-04-24,C120,P050,S001,5,0.15,Credit Card,4439.72
T03695,2025-03-14,C028,P028,S001,4,0.0,Credit Card,2695.12
T03696,2024-04-05,C170,P021,S001,3,0.0,Cash,3681.72
T03697,2024-01-09,C061,P007,S003,5,0.15,Credit Card,6265.01
T03698,2025-01-20,C029,P045,S001,4,0.0,Bank Transfer,7516.32
T03699,2025-03-07,C170,P022,S005,1,0.0,Mobile Money,25.57
T03700,2023-12-25,C067,P002,S003,5,0.05,Credit Card,3889.11
T03701,2023-09-18,C195,P048,S001,4,0.1,Credit Card,4378.9
T03702,2024-10-13,C147,P026,S004,5,0.1,Mobile Money,4570.92
T03703,2023-12-17,C003,P046,S005,2,0.0,Cash,2330.74
T03704,2025-01-11,C067,P024,S005,1,0.15,Mobile Money,1264.3
T03705,2024-02-17,C082,P026,S004,1,0.05,Credit Card,964.97
T03706,2023-09-29,C098,P047,S005,1,0.1,Mobile Money,1077.46
T03707,2024-02-08,C024,P001,S001,2,0.15,Bank Transfer,2845.27
T03708,2024-08-14,C043,P011,S005,4,0.05,Mobile Money,944.57
T03709,2025-07-02,C186,P044,S004,5,0.15,Cash,5467.84
T03710,2025-01-08,C069,P016,S001,5,0.1,Credit Card,8364.38
T03711,2024-11-21,C183,P028,S001,3,0.0,Mobile Money,2021.34
T03712,2024-09-14,C029,P009,S003,4,0.0,Mobile Money,492.76
T03713,2024-11-26,C142,P032,S002,2,0.15,Bank Transfer,518.01
T03714,2025-07-05,C173,P046,S005,5,0.05,Bank Transfer,5535.51
T03715,2025-06-16,C186,P047,S004,3,0.0,Mobile Money,3591.54
T03716,2023-12-31,C149,P012,S004,2,0.1,Cash,2147.56
T03717,2023-09-27,C155,P018,S004,3,0.15,Mobile Money,2753.72
T03718,2025-01-18,C140,P026,S002,3,0.15,Cash,2590.19
T03719,2025-06-18,C069,P030,S004,5,0.1,Credit Card,131.58
T03720,2025-03-18,C017,P037,S004,1,0.05,Bank Transfer,1855.02
T03721,2025-03-16,C027,P003,S004,2,0.05,Bank Transfer,641.5
T03722,2024-08-30,C149,P008,S002,4,0.1,Credit Card,395.21
T03723,2025-09-02,C001,P014,S005,5,0.05,Bank Transfer,6378.06
T03724,2025-07-18,C137,P045,S004,5,0.05,Cash,8925.63
T03725,2024-02-21,C112,P047,S002,3,0.15,Mobile Money,3052.81
T03726,2024-11-03,C039,P011,S005,4,0.0,Mobile Money,994.28
T03727,2024-10-16,C006,P010,S005,1,0.0,Bank Transfer,1194.12
T03728,2025-02-10,C019,P044,S002,1,0.05,Bank Transfer,1222.22
T03729,2024-05-28,C170,P037,S005,2,0.05,Mobile Money,3710.04
T03730,2025-06-23,C028,P040,S002,2,0.15,Mobile Money,2967.54
T03731,2024-11-06,C001,P010,S003,2,0.05,Cash,2268.83
T03732,2025-02-09,C066,P034,S003,5,0.0,Mobile Money,2140.25
T03733,2025-08-02,C086,P047,S001,2,0.1,Bank Transfer,2154.92
T03734,2025-09-09,C193,P028,S003,4,0.05,Bank Transfer,2560.36
T03735,2023-12-10,C032,P005,S005,1,0.15,Bank Transfer,1186.79
T03736,2024-03-07,C167,P040,S001,2,0.1,Bank Transfer,3142.1
T03737,2023-12-24,C008,P032,S005,4,0.15,Cash,1036.01
T03738,2023-09-30,C121,P042,S004,1,0.05,Bank Transfer,430.94
T03739,2024-08-12,C153,P049,S005,5,0.0,Cash,1941.3
T03740,2024-05-21,C103,P029,S004,5,0.05,Cash,7053.99
T03741,2025-05-15,C070,P013,S001,4,0.1,Mobile Money,4085.28
T03742,2024-05-22,C133,P027,S001,2,0.1,Credit Card,2290.01
T03743,2024-10-20,C101,P015,S004,3,0.15,Credit Card,689.65
T03744,2024-06-27,C179,P002,S005,4,0.15,Bank Transfer,2783.78
T03745,2025-01-08,C130,P037,S004,5,0.1,Cash,8786.93
T03746,2025-06-23,C084,P023,S003,5,0.1,Bank Transfer,8453.12
T03747,2023-10-07,C169,P031,S001,1,0.0,Credit Card,1095.72
T03748,2025-08-13,C185,P023,S005,2,0.0,Mobile Money,3756.94
T03749,2024-06-05,C093,P013,S002,4,0.0,Bank Transfer,4539.2
T03750,2025-01-29,C030,P038,S001,4,0.0,Mobile Money,1467.72
T03751,2024-12-21,C175,P023,S001,2,0.15,Credit Card,3193.4
T03752,2024-06-11,C108,P008,S003,2,0.15,Credit Card,186.63
T03753,2025-05-12,C026,P031,S005,5,0.1,Bank Transfer,4930.74
T03754,2025-07-19,C096,P027,S005,1,0.15,Mobile Money,1081.4
T03755,2024-12-23,C002,P029,S001,1,0.1,Credit Card,1336.54
T03756,2024-03-15,C077,P035,S005,5,0.1,Credit Card,7030.94
T03757,2024-02-11,C013,P031,S003,4,0.15,Bank Transfer,3725.45
T03758,2025-02-14,C190,P030,S005,5,0.15,Mobile Money,124.27
T03759,2023-11-18,C128,P048,S004,1,0.1,Mobile Money,1094.72
T03760,2024-04-13,C068,P023,S002,1,0.1,Bank Transfer,1690.62
T03761,2024-11-12,C109,P005,S003,4,0.15,Bank Transfer,4747.15
T03762,2025-05-26,C138,P044,S001,5,0.15,Bank Transfer,5467.84
T03763,2024-04-09,C197,P005,S003,2,0.05,Cash,2652.82
T03764,2025-07-01,C109,P001,S002,2,0.1,Bank Transfer,3012.64
T03765,2025-08-06,C104,P040,S004,2,0.05,Mobile Money,3316.66
T03766,2023-11-02,C087,P039,S003,1,0.0,Mobile Money,540.94
T03767,2025-09-07,C162,P027,S003,5,0.1,Credit Card,5725.04
T03768,2025-06-23,C014,P022,S001,4,0.05,Credit Card,97.17
T03769,2023-11-03,C031,P033,S002,2,0.1,Credit Card,3238.15
T03770,2025-03-15,C196,P017,S004,4,0.15,Mobile Money,4236.77
T03771,2024-08-18,C080,P030,S004,2,0.1,Cash,52.63
T03772,2024-01-05,C100,P049,S001,1,0.0,Credit Card,388.26
T03773,2024-04-24,C072,P027,S001,1,0.1,Bank Transfer,1145.01
T03774,2024-07-22,C137,P029,S005,4,0.0,Cash,5940.2
T03775,2025-01-03,C195,P013,S005,1,0.0,Mobile Money,1134.8
T03776,2025-05-21,C151,P027,S005,4,0.15,Mobile Money,4325.58
T03777,2024-05-09,C144,P021,S002,2,0.0,Credit Card,2454.48
T03778,2025-02-06,C148,P048,S005,3,0.15,Cash,3101.72
T03779,2023-11-19,C070,P004,S004,2,0.15,Bank Transfer,3151.41
T03780,2024-03-28,C043,P034,S004,1,0.05,Cash,406.65
T03781,2024-03-31,C043,P005,S001,2,0.1,Credit Card,2513.2
T03782,2025-06-08,C189,P029,S004,3,0.05,Mobile Money,4232.39
T03783,2024-09-24,C089,P046,S005,4,0.0,Mobile Money,4661.48
T03784,2023-12-26,C142,P019,S003,2,0.1,Bank Transfer,3173.26
T03785,2025-09-08,C132,P022,S002,3,0.05,Cash,72.87
T03786,2025-03-30,C172,P043,S005,2,0.1,Bank Transfer,1015.96
T03787,2025-02-04,C093,P042,S003,1,0.0,Mobile Money,453.62
T03788,2025-04-11,C066,P017,S003,3,0.1,Mobile Money,3364.5
T03789,2023-11-22,C087,P042,S002,2,0.0,Cash,907.24
T03790,2025-03-27,C036,P028,S002,2,0.15,Bank Transfer,1145.43
T03791,2025-03-29,C198,P013,S005,5,0.15,Cash,4822.9
T03792,2025-01-16,C116,P031,S004,4,0.05,Credit Card,4163.74
T03793,2025-03-10,C171,P046,S003,2,0.15,Credit Card,1981.13
T03794,2024-08-17,C008,P021,S002,5,0.15,Credit Card,5215.77
T03795,2025-01-08,C019,P001,S004,3,0.0,Cash,5021.07
T03796,2023-09-26,C018,P018,S005,4,0.05,Cash,4103.58
T03797,2024-12-19,C066,P022,S003,2,0.0,Mobile Money,51.14
T03798,2024-07-26,C156,P039,S002,3,0.05,Bank Transfer,1541.68
T03799,2024-06-25,C160,P006,S002,3,0.05,Bank Transfer,906.44
T03800,2023-12-20,C004,P019,S001,1,0.0,Mobile Money,1762.92
T03801,2024-12-18,C113,P041,S004,5,0.1,Cash,7357.54
T03802,2024-11-02,C109,P034,S003,2,0.1,Bank Transfer,770.49
T03803,2024-05-19,C066,P016,S003,3,0.1,Mobile Money,5018.62
T03804,2025-05-14,C014,P019,S005,2,0.1,Cash,3173.26
T03805,2024-02-14,C122,P024,S005,5,0.05,Mobile Money,7065.2
T03806,2025-01-30,C181,P046,S005,1,0.0,Bank Transfer,1165.37
T03807,2023-11-21,C062,P045,S005,1,0.05,Mobile Money,1785.13
T03808,2023-12-02,C129,P024,S005,3,0.15,Mobile Money,3792.9
T03809,2024-12-23,C151,P022,S005,5,0.05,Cash,121.46
T03810,2023-10-07,C079,P036,S003,4,0.05,Mobile Money,5705.55
T03811,2025-07-04,C027,P046,S003,4,0.05,Bank Transfer,4428.41
T03812,2024-10-15,C097,P011,S002,1,0.0,Mobile Money,248.57
T03813,2024-01-19,C182,P048,S003,2,0.1,Credit Card,2189.45
T03814,2023-11-30,C053,P005,S005,2,0.15,Credit Card,2373.57
T03815,2023-09-11,C134,P007,S002,2,0.0,Credit Card,2948.24
T03816,2024-04-07,C029,P042,S005,4,0.0,Mobile Money,1814.48
T03817,2024-07-09,C041,P004,S005,2,0.05,Cash,3522.16
T03818,2024-05-17,C183,P049,S005,5,0.05,Credit Card,1844.24
T03819,2023-09-23,C038,P045,S001,1,0.0,Cash,1879.08
T03820,2025-02-05,C048,P029,S002,2,0.0,Cash,2970.1
T03821,2024-04-16,C017,P002,S005,4,0.15,Mobile Money,2783.78
T03822,2023-09-15,C098,P024,S001,1,0.0,Mobile Money,1487.41
T03823,2024-09-27,C184,P042,S004,1,0.0,Cash,453.62
T03824,2024-07-03,C076,P003,S002,3,0.15,Cash,860.96
T03825,2025-04-27,C074,P013,S001,2,0.1,Bank Transfer,2042.64
T03826,2024-10-24,C167,P008,S002,1,0.0,Mobile Money,109.78
T03827,2025-03-26,C071,P015,S004,5,0.05,Credit Card,1284.64
T03828,2023-10-20,C081,P010,S003,4,0.1,Cash,4298.83
T03829,2025-02-15,C009,P050,S001,2,0.0,Mobile Money,2089.28
T03830,2024-05-27,C193,P015,S004,2,0.0,Bank Transfer,540.9
T03831,2025-07-07,C072,P004,S003,5,0.15,Mobile Money,7878.52
T03832,2023-10-30,C020,P039,S003,1,0.0,Mobile Money,540.94
T03833,2024-08-19,C111,P021,S004,4,0.1,Cash,4418.06
T03834,2023-09-14,C019,P032,S001,4,0.1,Bank Transfer,1096.96
T03835,2024-01-14,C023,P036,S001,2,0.1,Cash,2702.63
T03836,2024-11-28,C115,P013,S005,3,0.0,Mobile Money,3404.4
T03837,2024-10-06,C158,P014,S005,3,0.15,Cash,3424.01
T03838,2025-01-16,C134,P037,S005,1,0.1,Credit Card,1757.39
T03839,2025-04-06,C111,P026,S004,5,0.05,Bank Transfer,4824.86
T03840,2025-08-09,C142,P023,S002,4,0.15,Credit Card,6386.8
T03841,2024-06-10,C100,P001,S005,4,0.0,Credit Card,6694.76
T03842,2024-05-13,C139,P038,S004,5,0.0,Mobile Money,1834.65
T03843,2024-01-30,C136,P031,S004,5,0.0,Bank Transfer,5478.6
T03844,2024-06-17,C008,P032,S003,5,0.15,Credit Card,1295.02
T03845,2024-09-05,C093,P019,S004,1,0.15,Mobile Money,1498.48
T03846,2025-07-09,C006,P021,S005,2,0.05,Cash,2331.76
T03847,2025-01-09,C023,P049,S002,4,0.1,Mobile Money,1397.74
T03848,2023-11-07,C162,P027,S005,5,0.05,Mobile Money,6043.09
T03849,2025-03-29,C004,P030,S003,1,0.0,Bank Transfer,29.24
T03850,2024-03-14,C036,P047,S001,4,0.1,Bank Transfer,4309.85
T03851,2025-01-20,C131,P030,S003,1,0.15,Mobile Money,24.85
T03852,2024-02-01,C117,P023,S003,1,0.05,Mobile Money,1784.55
T03853,2025-07-31,C076,P027,S004,5,0.05,Cash,6043.09
T03854,2024-02-27,C025,P040,S005,5,0.05,Bank Transfer,8291.65
T03855,2025-01-04,C024,P029,S005,5,0.15,Credit Card,6311.46
T03856,2025-06-08,C112,P030,S003,2,0.05,Credit Card,55.56
T03857,2024-04-08,C155,P020,S004,3,0.0,Mobile Money,971.76
T03858,2024-10-23,C014,P008,S003,3,0.1,Credit Card,296.41
T03859,2025-05-08,C027,P045,S005,3,0.1,Bank Transfer,5073.52
T03860,2024-01-27,C125,P039,S001,3,0.15,Credit Card,1379.4
T03861,2024-11-17,C001,P009,S005,2,0.05,Bank Transfer,234.06
T03862,2025-05-03,C128,P035,S001,5,0.0,Cash,7812.15
T03863,2024-10-10,C017,P012,S004,2,0.1,Mobile Money,2147.56
T03864,2024-03-31,C071,P009,S001,4,0.05,Credit Card,468.12
T03865,2023-12-02,C035,P020,S003,4,0.05,Credit Card,1230.9
T03866,2024-09-17,C144,P010,S005,3,0.1,Cash,3224.12
T03867,2024-11-19,C015,P005,S001,4,0.05,Credit Card,5305.64
T03868,2023-12-19,C177,P046,S003,4,0.05,Cash,4428.41
T03869,2025-03-31,C035,P010,S004,1,0.15,Bank Transfer,1015.0
T03870,2024-03-25,C002,P049,S004,1,0.0,Bank Transfer,388.26
T03871,2025-07-16,C144,P023,S001,1,0.0,Bank Transfer,1878.47
T03872,2025-09-01,C001,P012,S005,2,0.15,Cash,2028.25
T03873,2025-05-10,C169,P029,S001,3,0.05,Mobile Money,4232.39
T03874,2025-06-29,C021,P010,S001,3,0.05,Mobile Money,3403.24
T03875,2024-12-15,C014,P014,S005,2,0.05,Cash,2551.22
T03876,2024-12-29,C009,P041,S004,1,0.15,Bank Transfer,1389.76
T03877,2024-09-06,C175,P010,S001,1,0.15,Bank Transfer,1015.0
T03878,2025-06-15,C180,P036,S001,5,0.1,Bank Transfer,6756.57
T03879,2024-07-30,C179,P017,S003,2,0.05,Mobile Money,2367.61
T03880,2023-10-11,C106,P034,S005,5,0.05,Mobile Money,2033.24
T03881,2024-11-30,C089,P019,S002,5,0.1,Bank Transfer,7933.14
T03882,2024-07-16,C121,P008,S001,4,0.0,Credit Card,439.12
T03883,2024-10-05,C122,P036,S002,3,0.0,Credit Card,4504.38
T03884,2024-05-07,C198,P043,S001,1,0.1,Bank Transfer,507.98
T03885,2023-10-03,C012,P024,S002,3,0.15,Credit Card,3792.9
T03886,2024-10-03,C176,P042,S002,1,0.15,Bank Transfer,385.58
T03887,2024-04-11,C055,P044,S003,4,0.1,Credit Card,4631.58
T03888,2024-04-03,C087,P021,S002,4,0.0,Mobile Money,4908.96
T03889,2025-03-23,C070,P010,S005,4,0.0,Mobile Money,4776.48
T03890,2025-01-13,C115,P001,S002,5,0.05,Bank Transfer,7950.03
T03891,2025-03-02,C077,P018,S005,5,0.05,Bank Transfer,5129.48
T03892,2024-05-21,C046,P039,S003,2,0.15,Bank Transfer,919.6
T03893,2024-05-23,C104,P025,S002,5,0.0,Bank Transfer,2145.75
T03894,2025-02-22,C086,P032,S001,4,0.15,Bank Transfer,1036.01
T03895,2025-06-28,C181,P028,S001,4,0.1,Mobile Money,2425.61
T03896,2024-12-28,C159,P016,S003,3,0.0,Bank Transfer,5576.25
T03897,2024-02-16,C102,P022,S002,2,0.05,Cash,48.58
T03898,2024-06-13,C153,P045,S001,5,0.1,Bank Transfer,8455.86
T03899,2025-08-11,C028,P037,S001,4,0.1,Cash,7029.54
T03900,2025-08-24,C171,P009,S005,1,0.05,Cash,117.03
T03901,2025-04-09,C022,P006,S001,4,0.15,Cash,1081.37
T03902,2025-02-12,C154,P021,S001,2,0.1,Bank Transfer,2209.03
T03903,2024-04-11,C181,P013,S004,4,0.0,Credit Card,4539.2
T03904,2023-12-26,C044,P045,S001,4,0.1,Credit Card,6764.69
T03905,2025-06-28,C081,P029,S003,1,0.05,Cash,1410.8
T03906,2024-11-05,C022,P021,S002,2,0.15,Bank Transfer,2086.31
T03907,2023-10-12,C145,P034,S003,1,0.0,Credit Card,428.05
T03908,2024-07-08,C107,P011,S001,1,0.1,Cash,223.71
T03909,2023-12-02,C087,P035,S002,2,0.1,Bank Transfer,2812.37
T03910,2024-08-12,C113,P028,S005,3,0.0,Mobile Money,2021.34
T03911,2024-01-29,C073,P035,S001,4,0.0,Mobile Money,6249.72
T03912,2024-11-30,C181,P024,S002,2,0.15,Cash,2528.6
T03913,2024-03-03,C091,P003,S005,3,0.0,Credit Card,1012.89
T03914,2024-07-20,C171,P023,S001,1,0.0,Mobile Money,1878.47
T03915,2023-12-09,C074,P024,S005,2,0.1,Cash,2677.34
T03916,2025-02-20,C053,P033,S005,1,0.0,Bank Transfer,1798.97
T03917,2023-09-28,C090,P012,S002,1,0.05,Mobile Money,1133.44
T03918,2025-04-02,C012,P050,S005,5,0.1,Cash,4700.88
T03919,2024-11-22,C019,P028,S005,3,0.0,Credit Card,2021.34
T03920,2025-08-02,C168,P025,S003,5,0.05,Bank Transfer,2038.46
T03921,2025-01-06,C089,P038,S002,3,0.1,Credit Card,990.71
T03922,2024-11-19,C012,P031,S003,4,0.0,Cash,4382.88
T03923,2023-10-06,C016,P017,S004,4,0.0,Cash,4984.44
T03924,2025-01-07,C102,P002,S005,4,0.0,Cash,3275.04
T03925,2024-04-05,C140,P033,S004,4,0.15,Bank Transfer,6116.5
T03926,2024-04-19,C012,P012,S002,4,0.1,Credit Card,4295.12
T03927,2025-08-15,C184,P016,S002,2,0.1,Bank Transfer,3345.75
T03928,2025-06-23,C149,P004,S003,2,0.0,Cash,3707.54
T03929,2023-11-05,C101,P010,S004,4,0.15,Credit Card,4060.01
T03930,2023-12-21,C086,P043,S003,1,0.05,Credit Card,536.2
T03931,2025-03-03,C163,P036,S003,1,0.0,Mobile Money,1501.46
T03932,2025-08-15,C055,P037,S004,3,0.1,Credit Card,5272.16
T03933,2024-04-01,C101,P026,S002,3,0.0,Mobile Money,3047.28
T03934,2025-05-15,C138,P042,S003,2,0.0,Credit Card,907.24
T03935,2024-02-06,C170,P030,S005,2,0.05,Credit Card,55.56
T03936,2025-02-17,C079,P050,S003,1,0.0,Cash,1044.64
T03937,2023-11-09,C189,P015,S001,5,0.0,Mobile Money,1352.25
T03938,2024-11-26,C174,P032,S001,3,0.05,Cash,868.42
T03939,2025-01-09,C164,P018,S005,5,0.15,Bank Transfer,4589.53
T03940,2024-08-12,C063,P030,S001,2,0.0,Cash,58.48
T03941,2024-02-11,C099,P045,S004,4,0.05,Credit Card,7140.5
T03942,2025-02-21,C158,P001,S001,3,0.1,Mobile Money,4518.96
T03943,2024-12-10,C086,P024,S005,5,0.15,Bank Transfer,6321.49
T03944,2025-02-13,C145,P033,S002,1,0.05,Mobile Money,1709.02
T03945,2024-01-14,C080,P019,S002,4,0.0,Credit Card,7051.68
T03946,2023-11-16,C062,P034,S004,2,0.0,Credit Card,856.1
T03947,2024-02-22,C118,P032,S003,3,0.05,Cash,868.42
T03948,2024-07-23,C066,P032,S004,4,0.0,Credit Card,1218.84
T03949,2024-06-13,C001,P025,S004,1,0.0,Bank Transfer,429.15
T03950,2024-01-02,C042,P050,S002,5,0.0,Credit Card,5223.2
T03951,2023-12-09,C049,P039,S004,2,0.0,Credit Card,1081.88
T03952,2025-02-08,C018,P041,S003,5,0.0,Mobile Money,8175.05
T03953,2023-10-14,C186,P003,S001,3,0.0,Mobile Money,1012.89
T03954,2023-11-02,C028,P042,S001,5,0.15,Credit Card,1927.88
T03955,2024-12-07,C138,P032,S003,3,0.0,Bank Transfer,914.13
T03956,2024-11-06,C146,P049,S004,4,0.05,Cash,1475.39
T03957,2025-01-20,C098,P018,S005,5,0.0,Cash,5399.45
T03958,2025-04-20,C193,P013,S003,2,0.15,Credit Card,1929.16
T03959,2024-12-16,C018,P026,S005,4,0.05,Mobile Money,3859.89
T03960,2024-02-20,C045,P028,S005,3,0.1,Bank Transfer,1819.21
T03961,2023-12-11,C014,P012,S001,5,0.05,Credit Card,5667.18
T03962,2024-02-01,C185,P027,S004,2,0.0,Cash,2544.46
T03963,2024-06-11,C046,P005,S005,2,0.1,Credit Card,2513.2
T03964,2024-07-31,C161,P016,S002,2,0.05,Cash,3531.62
T03965,2024-10-18,C065,P023,S001,3,0.1,Mobile Money,5071.87
T03966,2024-07-06,C072,P024,S002,2,0.0,Cash,2974.82
T03967,2024-10-10,C108,P004,S003,5,0.05,Cash,8805.41
T03968,2025-04-25,C173,P003,S002,1,0.05,Cash,320.75
T03969,2023-11-29,C163,P026,S002,1,0.1,Credit Card,914.18
T03970,2024-04-03,C057,P027,S002,2,0.15,Mobile Money,2162.79
T03971,2023-12-14,C092,P029,S002,1,0.05,Bank Transfer,1410.8
T03972,2025-07-15,C184,P023,S002,1,0.05,Cash,1784.55
T03973,2024-09-09,C107,P045,S003,1,0.15,Bank Transfer,1597.22
T03974,2023-12-09,C102,P014,S002,1,0.0,Bank Transfer,1342.75
T03975,2025-05-14,C184,P020,S005,2,0.15,Mobile Money,550.66
T03976,2025-07-03,C118,P036,S003,4,0.0,Credit Card,6005.84
T03977,2024-05-26,C034,P040,S001,1,0.05,Cash,1658.33
T03978,2025-02-13,C107,P017,S001,4,0.1,Mobile Money,4486.0
T03979,2024-02-17,C156,P019,S001,2,0.05,Cash,3349.55
T03980,2025-02-24,C008,P035,S003,2,0.1,Cash,2812.37
T03981,2024-09-25,C159,P031,S004,4,0.05,Credit Card,4163.74
T03982,2024-06-19,C146,P013,S001,2,0.0,Mobile Money,2269.6
T03983,2025-04-25,C125,P019,S001,5,0.0,Bank Transfer,8814.6
T03984,2024-02-14,C104,P039,S005,3,0.15,Mobile Money,1379.4
T03985,2023-09-17,C118,P015,S001,4,0.05,Mobile Money,1027.71
T03986,2024-07-07,C040,P024,S001,5,0.15,Bank Transfer,6321.49
T03987,2025-02-20,C093,P041,S001,3,0.1,Bank Transfer,4414.53
T03988,2024-10-05,C077,P037,S001,4,0.15,Mobile Money,6639.01
T03989,2025-07-31,C051,P041,S003,5,0.05,Credit Card,7766.3
T03990,2025-03-16,C146,P010,S004,3,0.0,Bank Transfer,3582.36
T03991,2024-03-30,C166,P019,S005,4,0.05,Mobile Money,6699.1
T03992,2025-03-07,C049,P037,S002,2,0.15,Credit Card,3319.5
T03993,2024-04-01,C112,P031,S001,1,0.1,Credit Card,986.15
T03994,2023-10-28,C066,P012,S002,4,0.05,Bank Transfer,4533.74
T03995,2023-12-27,C168,P006,S005,3,0.1,Credit Card,858.74
T03996,2025-02-12,C026,P029,S005,5,0.0,Mobile Money,7425.25
T03997,2024-05-22,C153,P031,S005,1,0.15,Credit Card,931.36
T03998,2024-01-08,C164,P033,S002,3,0.0,Mobile Money,5396.91
T03999,2025-02-03,C068,P014,S002,2,0.1,Credit Card,2416.95
T04000,2025-04-08,C035,P031,S003,4,0.05,Bank Transfer,4163.74
T04001,2024-03-22,C171,P028,S001,3,0.05,Credit Card,1920.27
T04002,2025-07-06,C063,P026,S003,2,0.0,Credit Card,2031.52
T04003,2024-08-13,C020,P008,S001,3,0.15,Mobile Money,279.94
T04004,2024-08-02,C008,P004,S003,3,0.1,Mobile Money,5005.18
T04005,2025-06-03,C200,P014,S004,5,0.1,Mobile Money,6042.38
T04006,2025-04-01,C085,P047,S004,4,0.1,Bank Transfer,4309.85
T04007,2023-12-04,C052,P033,S003,2,0.15,Bank Transfer,3058.25
T04008,2024-06-01,C145,P015,S004,3,0.15,Mobile Money,689.65
T04009,2024-07-14,C187,P037,S005,5,0.15,Cash,8298.76
T04010,2024-08-06,C111,P046,S002,3,0.05,Cash,3321.3
T04011,2024-11-06,C046,P046,S003,3,0.1,Cash,3146.5
T04012,2023-10-19,C138,P018,S001,5,0.1,Bank Transfer,4859.51
T04013,2025-02-13,C131,P043,S001,3,0.05,Mobile Money,1608.6
T04014,2024-05-18,C153,P049,S002,3,0.1,Mobile Money,1048.3
T04015,2024-07-29,C102,P049,S003,4,0.05,Cash,1475.39
T04016,2025-08-25,C062,P009,S001,4,0.1,Credit Card,443.48
T04017,2025-01-02,C062,P040,S003,5,0.0,Bank Transfer,8728.05
T04018,2023-12-04,C047,P024,S004,1,0.1,Cash,1338.67
T04019,2023-11-18,C171,P023,S003,5,0.05,Credit Card,8922.73
T04020,2024-08-06,C041,P017,S004,1,0.1,Bank Transfer,1121.5
T04021,2024-05-30,C080,P032,S002,1,0.15,Mobile Money,259.0
T04022,2024-07-04,C057,P029,S004,2,0.0,Cash,2970.1
T04023,2024-04-16,C008,P025,S005,1,0.15,Bank Transfer,364.78
T04024,2023-09-22,C043,P007,S002,1,0.0,Bank Transfer,1474.12
T04025,2023-11-16,C187,P034,S005,4,0.0,Bank Transfer,1712.2
T04026,2024-11-14,C082,P042,S002,2,0.1,Bank Transfer,816.52
T04027,2024-12-11,C190,P014,S002,4,0.15,Bank Transfer,4565.35
T04028,2025-06-03,C069,P046,S004,1,0.0,Mobile Money,1165.37
T04029,2024-05-01,C050,P036,S002,1,0.15,Bank Transfer,1276.24
T04030,2024-01-21,C190,P040,S002,2,0.15,Mobile Money,2967.54
T04031,2023-11-06,C116,P046,S002,5,0.15,Mobile Money,4952.82
T04032,2025-06-15,C175,P011,S003,4,0.05,Credit Card,944.57
T04033,2024-07-10,C120,P039,S001,1,0.1,Cash,486.85
T04034,2023-09-10,C166,P034,S001,3,0.05,Mobile Money,1219.94
